,Year,State,Population,Index,Violent,Property,Murder,Rape,Robbery,Aggravated Assault,Burglary,Larceny-Theft,Vehicle Theft
979,1978,KY,3498000,105746,7807,97939,316,725,2845,3921,30942,58231,8766
980,1979,KY,3527000,112296,8748,103548,335,719,3247,4447,32082,62431,9035
981,1980,KY,3641479,125039,9711,115328,321,698,3468,5224,37901,68296,9131
982,1981,KY,3661000,129289,10599,118690,308,766,3687,5838,38893,71194,8603
983,1982,KY,3667000,130854,11550,119304,355,734,3568,6893,37736,73020,8548
984,1983,KY,3714000,127569,11967,115602,364,817,3236,7550,36286,71322,7994
985,1984,KY,3723000,110145,10342,99803,244,826,2631,6641,29234,63860,6709
986,1985,KY,3726000,109812,11384,98428,256,806,2821,7501,28739,62491,7198
987,1986,KY,3728000,115277,12467,102810,248,860,3076,8283,30725,64882,7203
988,1987,KY,3727000,121873,12589,109284,280,781,3361,8167,31571,70532,7181
989,1988,KY,3721000,116646,12284,104362,229,835,2764,8456,30747,66711,6904
990,1989,KY,3727000,123630,13302,110328,293,917,2836,9256,30526,71611,8191
991,1990,KY,3685296,121594,14386,107208,264,1068,2545,10509,28264,71594,7350
992,1991,KY,3713000,124692,16262,108430,253,1315,3084,11610,29576,70885,7969
993,1992,KY,3755000,124799,20107,104692,216,1209,3273,15409,27378,69186,8128
994,1993,KY,3789000,123509,17530,105979,249,1301,3425,12555,28041,69745,8193
995,1994,KY,3827000,127716,16991,110725,244,1350,3595,11802,28718,73449,8558
996,1995,KY,3860000,129377,14079,115298,276,1231,4001,8571,28389,76906,10003
997,1996,KY,3884000,122979,12448,110531,228,1230,3643,7347,26736,73653,10142
998,1997,KY,3908000,122205,12386,109819,228,1304,3546,7308,26638,73487,9694
999,1998,KY,3936000,113725,11180,102545,182,1153,2968,6877,25088,68884,8573
1000,1999,KY,3960825,116980,12212,104768,203,1148,3104,7757,25180,70719,8869
1001,2000,KY,4041769,119626,11903,107723,193,1091,3256,7363,25308,73141,9274
1002,2001,KY,4068816,117866,10510,107356,181,1051,3269,6009,26964,71448,8944
1003,2002,KY,4089822,119691,11101,108590,191,1087,3131,6692,26891,72378,9321
1004,2003,KY,4118189,113602,10232,103370,181,1124,3224,5703,26034,69083,8253
1005,2004,KY,4141835,115361,10152,105209,236,1238,3268,5410,25902,70535,8772
1006,2005,KY,4172608,116732,11134,105608,190,1421,3690,5833,26458,70354,8796
1007,2006,KY,4206074,118086,11063,107023,168,1297,3626,5972,27122,70658,9243
1008,2007,KY,4241474,119326,12513,106813,204,1381,4069,6859,27683,70455,8675
1009,2008,KY,4287931,127106,12815,114291,202,1449,4060,7104,29535,77093,7663
1010,2009,KY,4314113,119914,11000,108914,184,1531,3642,5643,29880,72938,6096
1011,2010,KY,4347223,121774,10604,111170,188,1438,3748,5230,30433,74488,6239
1012,2011,KY,4366814,129502,10465,119037,151,1499,3705,5110,32750,79586,6701
1013,2012,KY,4379730,122652,9852,112800,201,1312,3547,4792,29877,76199,6724
1014,2013,KY,4399583,113728,9280,104448,172,951,3247,4215,26331,72048,6069
1015,2014,KY,4412617,109404,9495,99909,164,1098,3343,4432,23426,70108,6375
1016,2015,KY,4424611,107432,9887,97545,219,1165,3314,4710,22526,67143,7876
1017,2016,KY,4436974,107466,10308,97158,260,1174,3369,5038,20834,66438,9886
1018,2017,KY,4453874,106191,10292,95899,265,1817,2967,5243,20535,65006,10358
1019,2018,KY,4461153,98954,9719,89235,250,1875,2469,5125,17462,61313,10460
1020,2019,KY,4467673,94470,9701,84769,221,1572,2161,5747,15443,59130,10196
1021,1960,LA,3257022,48699,4990,43709,270,279,1484,2957,12615,24893,6201
1022,1961,LA,3321000,41725,4508,37217,211,267,1476,2554,11180,20404,5633
1023,1962,LA,3330000,44357,4570,39787,225,226,1298,2821,10891,22759,6137
1024,1963,LA,3418000,53142,5798,47344,235,212,1446,3905,13528,27046,6770
1025,1964,LA,3468000,63146,7140,56006,287,384,1849,4620,16730,31267,8009
1026,1965,LA,3534000,62596,7178,55418,285,394,1813,4686,15983,32277,7158
1027,1966,LA,3603000,77758,8689,69069,355,597,2407,5330,20845,38685,9539
1028,1967,LA,3662000,87477,10071,77406,341,603,3005,6122,24030,43075,10301
1029,1968,LA,3732000,93573,11742,81831,354,613,3369,7406,25303,45981,10547
1030,1969,LA,3745000,103066,13492,89574,356,829,3843,8464,26013,51421,12140
1031,1970,LA,3643180,120805,15063,105742,426,841,5131,8665,32426,59300,14016
1032,1971,LA,3681000,127222,15208,112014,409,872,4974,8953,33567,63661,14786
1033,1972,LA,3720000,125830,15712,110118,491,855,4963,9403,33597,63262,13259
1034,1973,LA,3764000,128087,16020,112067,581,837,5218,9384,36212,63625,12230
1035,1974,LA,3764000,143649,17794,125855,604,949,5885,10356,39362,73633,12860
1036,1975,LA,3791000,156318,18137,138181,477,899,5804,10957,42255,83093,12833
1037,1976,LA,3841000,167508,18161,149347,506,1028,4776,11851,43810,93991,11546
1038,1977,LA,3921000,176362,20577,155785,609,1213,5602,13153,45701,96843,13241
1039,1978,LA,3966000,190062,23197,166865,625,1379,6887,14306,50587,101937,14341
1040,1979,LA,4026000,215743,27229,188514,682,1554,8832,16161,56237,115856,16421
1041,1980,LA,4199542,229032,27926,201106,661,1867,8271,17127,63997,121298,15811
1042,1981,LA,4305000,226773,27478,199295,673,1782,8698,16325,61756,121955,15584
1043,1982,LA,4362000,231674,29185,202489,698,1740,9275,17472,62151,125701,14637
1044,1983,LA,4438000,223080,28444,194636,629,1770,8433,17612,57359,123492,13785
1045,1984,LA,4462000,228029,30251,197778,575,1864,8501,19311,54711,129348,13719
1046,1985,LA,4481000,249303,31108,218195,487,1782,8526,20313,59326,141739,17130
1047,1986,LA,4501000,273572,34128,239444,575,1806,10071,21676,65751,153818,19875
1048,1987,LA,4461000,262006,30916,231090,496,1600,7987,20833,64441,148247,18402
1049,1988,LA,4420000,254624,31711,222913,512,1702,9238,20259,63843,139141,19929
1050,1989,LA,4382000,273492,34257,239235,653,1675,10397,21532,64184,152209,22842
1051,1990,LA,4219973,273736,37914,235822,724,1781,11387,24022,60677,149752,25393
1052,1991,LA,4252000,273170,40438,232732,720,1738,11860,26120,60017,148334,24381
1053,1992,LA,4287000,280647,42209,238438,747,1813,11636,28013,58574,152938,26926
1054,1993,LA,4295000,294061,45600,248461,874,1817,12182,30727,58768,163334,26359
1055,1994,LA,4315000,287857,42369,245488,856,1923,11530,28060,55188,164081,26219
1056,1995,LA,4342000,289873,43741,246132,740,1855,11662,29484,53481,166667,25984
1057,1996,LA,4351000,297556,40426,257130,762,1805,12036,25823,56379,173271,27480
1058,1997,LA,4352000,280671,37248,243423,682,1799,10407,24360,53935,163114,26374
1059,1998,LA,4369000,266435,34057,232378,560,1609,8651,23237,51210,157507,23661
1060,1999,LA,4372035,251252,32033,219219,468,1448,7591,22526,47775,149749,21695
1061,2000,LA,4468976,242344,30440,211904,560,1497,7532,20851,46289,144345,21270
1062,2001,LA,4470368,238371,30678,207693,501,1403,7864,20910,46451,139555,21687
1063,2002,LA,4476192,228528,29690,198838,593,1529,7123,20445,45350,133302,20186
1064,2003,LA,4493665,222320,28622,193698,584,1601,7008,19429,44572,129471,19655
1065,2004,LA,4506685,227997,28844,199153,574,1616,6564,20090,45359,134080,19714
1066,2005,LA,4507331,193500,26889,166611,450,1421,5337,19681,39381,112840,14389
1067,2006,LA,4287768,201258,29919,171239,530,1562,5729,22098,44986,110613,15640
1068,2007,LA,4293204,205308,31317,174991,608,1393,6083,23233,44402,115209,15180
1069,2008,LA,4451513,200723,29576,171147,541,1253,6250,21532,45513,112062,13572
1070,2009,LA,4492076,201497,28878,172619,529,1351,6150,20848,46928,114102,11589
1071,2010,LA,4545343,190908,25241,165667,500,1230,5297,18214,45437,110260,9970
1072,2011,LA,4574766,193902,25373,168529,506,1262,5235,18370,46242,113174,9113
1073,2012,LA,4602134,185512,22839,162673,489,1155,5458,15737,42037,112764,7872
1074,2013,LA,4629284,189806,24127,165679,494,1248,5539,16331,41214,115300,9165
1075,2014,LA,4648990,185175,23983,161192,476,981,5725,16400,38541,113251,9400
1076,2015,LA,4668960,182910,25202,157708,492,1246,5561,17416,35457,112520,9731
1077,2016,LA,4681666,180888,26502,154386,554,1328,5576,18556,34667,109380,10339
1078,2017,LA,4670818,183258,25986,157272,576,1850,5385,18175,34135,112042,11095
1079,2018,LA,4659690,178310,25314,152996,533,2105,4600,18076,31291,110066,11639
1080,2019,LA,4648794,172530,25537,146993,544,2273,4025,18695,26918,109359,10716
1081,1960,ME,969265,11517,289,11228,16,48,77,148,2702,7334,1192
1082,1961,ME,992000,11059,334,10725,16,58,87,173,2969,7002,754
1083,1962,ME,999000,11899,277,11622,14,28,78,157,3073,7653,896
1084,1963,ME,982000,11522,306,11216,19,36,64,187,2972,7246,998
1085,1964,ME,989000,13867,506,13361,15,77,75,339,3688,8573,1100
1086,1965,ME,993000,14062,437,13625,21,43,40,333,4021,8671,933
1087,1966,ME,983000,14029,486,13543,22,48,58,358,3578,8917,1048
1088,1967,ME,973000,15791,621,15170,4,58,94,465,4452,9637,1081
1089,1968,ME,979000,16468,633,15835,29,66,86,452,5029,9497,1309
1090,1969,ME,978000,18985,733,18252,16,58,111,548,5672,11176,1404
1091,1970,ME,993663,20469,887,19582,15,70,125,677,6345,11721,1516
1092,1971,ME,1003000,23232,903,22329,20,74,144,665,7529,13318,1482
1093,1972,ME,1029000,26657,1143,25514,55,80,217,791,8155,15688,1671
1094,1973,ME,1028000,29220,1258,27962,22,80,213,943,10007,16107,1848
1095,1974,ME,1047000,37694,1440,36254,30,91,292,1027,13809,20375,2070
1096,1975,ME,1059000,41932,2324,39608,30,110,386,1798,14418,22958,2232
1097,1976,ME,1070000,43703,2354,41349,29,106,406,1813,14051,25011,2287
1098,1977,ME,1085000,44218,2438,41780,26,147,420,1845,13596,25505,2679
1099,1978,ME,1091000,45151,2266,42885,30,121,359,1756,13542,26579,2764
1100,1979,ME,1097000,47251,2221,45030,31,131,349,1710,12592,29828,2610
1101,1980,ME,1123670,49077,2173,46904,32,145,346,1650,13291,31151,2462
1102,1981,ME,1132000,48034,2214,45820,36,145,368,1665,14081,29545,2194
1103,1982,ME,1133000,43731,1847,41884,24,152,345,1326,11862,27863,2159
1104,1983,ME,1146000,42186,1829,40357,24,193,311,1301,11415,27022,1920
1105,1984,ME,1156000,40776,1832,38944,20,155,305,1352,10267,26811,1866
1106,1985,ME,1164000,42739,1950,40789,28,167,284,1471,10607,28260,1922
1107,1986,ME,1174000,40635,1726,38909,23,174,328,1201,9433,27548,1928
1108,1987,ME,1187000,41928,1806,40122,30,186,304,1286,9148,28916,2058
1109,1988,ME,1206000,43147,1898,41249,37,224,311,1326,9852,28928,2469
1110,1989,ME,1222000,43792,1676,42116,39,229,293,1115,9810,30067,2239
1111,1990,ME,1227928,45406,1759,43647,30,242,308,1179,10106,31372,2169
1112,1991,ME,1235000,46531,1631,44900,15,270,280,1066,11146,31737,2017
1113,1992,ME,1235000,43516,1616,41900,21,294,288,1013,10156,29966,1778
1114,1993,ME,1239000,39077,1558,37519,20,329,264,945,8909,26945,1665
1115,1994,ME,1240000,40582,1611,38971,28,318,278,987,8938,28257,1776
1116,1995,ME,1241000,40763,1631,39132,25,265,334,1007,9015,28444,1673
1117,1996,ME,1243000,42189,1553,40636,25,260,292,976,9303,29557,1776
1118,1997,ME,1242000,38896,1500,37396,25,254,257,964,8241,27513,1642
1119,1998,ME,1244000,37826,1565,36261,25,225,263,1052,8295,26457,1509
1120,1999,ME,1253040,36022,1404,34618,25,239,243,897,7532,25392,1694
1121,2000,ME,1274923,33400,1397,32003,15,320,247,815,6775,23906,1322
1122,2001,ME,1284470,34589,1435,33154,19,326,264,826,6898,24585,1671
1123,2002,ME,1294894,34381,1396,32985,14,377,270,735,6965,24591,1429
1124,2003,ME,1309205,33500,1422,32078,16,354,289,763,6579,24043,1456
1125,2004,ME,1314966,33104,1364,31740,18,315,289,742,6341,24096,1303
1126,2005,ME,1318220,33362,1483,31889,19,326,323,815,6323,24218,1348
1127,2006,ME,1321574,34802,1526,33286,23,339,384,780,6779,25167,1340
1128,2007,ME,1317207,33446,1554,31992,21,391,349,793,6676,24057,1259
1129,2008,ME,1319691,34005,1572,32433,31,379,333,829,6559,24695,1179
1130,2009,ME,1318301,33286,1580,31706,26,375,399,780,6729,23955,1022
1131,2010,ME,1327379,34521,1621,32900,24,389,412,796,7364,24547,989
1132,2011,ME,1328544,35467,1638,33829,26,394,370,848,7865,24886,1078
1133,2012,ME,1328501,35024,1626,33398,26,372,420,808,7476,24931,991
1134,2013,ME,1328702,32215,1761,30454,24,366,335,907,6480,23063,911
1135,2014,ME,1330256,28125,1698,26427,21,346,304,889,5035,20591,801
1136,2015,ME,1329453,26087,1726,24361,23,337,311,931,4694,18853,814
1137,2016,ME,1331479,23560,1648,21912,20,300,266,950,4003,17134,775
1138,2017,ME,1335063,21752,1610,20142,23,470,249,868,3337,16012,793
1139,2018,ME,1339057,19701,1500,18201,23,447,228,802,2712,14712,777
1140,2019,ME,1344212,18291,1548,16743,20,516,188,824,2350,13667,726
1141,1960,MD,3100689,51783,4691,47092,168,224,1158,3141,11360,30024,5708
1142,1961,MD,3188000,57065,4959,52106,143,262,1330,3224,12348,33461,6297
1143,1962,MD,3191000,60325,4915,55410,183,279,1340,3113,12886,36298,6226
1144,1963,MD,3289000,70452,5283,65169,207,308,1721,3047,15968,41387,7814
1145,1964,MD,3432000,81919,7446,74473,229,346,2041,4830,18735,46471,9267
1146,1965,MD,3519000,97104,10032,87072,236,489,2919,6388,22474,53831,10767
1147,1966,MD,3613000,114302,11236,103066,254,554,4470,5958,27254,60270,15542
1148,1967,MD,3682000,143980,17458,126522,293,720,7809,8636,37366,71147,18009
1149,1968,MD,3757000,172061,23405,148656,350,978,10355,11722,48886,77041,22729
1150,1969,MD,3765000,172186,24295,147891,350,1125,11086,11734,41970,83610,22311
1151,1970,MD,3922399,182040,24512,157528,362,936,13280,9934,41234,94816,21478
1152,1971,MD,4000000,191967,24857,167110,449,997,13015,10396,44900,101138,21072
1153,1972,MD,4056000,187740,26412,161328,509,1053,13144,11706,45090,94571,21667
1154,1973,MD,4070000,195010,26093,168917,460,1131,12274,12228,46584,100036,22297
1155,1974,MD,4094000,231316,29439,201877,481,1219,14765,12974,57433,120562,23882
1156,1975,MD,4098000,242089,29087,213002,437,1289,14107,13254,57912,133908,21182
1157,1976,MD,4144000,234732,26249,208483,352,1327,12247,12323,56356,134355,17772
1158,1977,MD,4139000,235922,28716,207206,333,1439,12088,14856,57946,131526,17734
1159,1978,MD,4143000,240858,30328,210530,338,1476,12828,15686,58907,134024,17599
1160,1979,MD,4149000,261166,33007,228159,406,1636,13740,17225,62630,145297,20232
1161,1980,MD,4192211,277949,35735,242214,399,1681,16461,17194,71183,152144,18887
1162,1981,MD,4261000,279425,37800,241625,421,1654,18085,17640,70740,152405,18480
1163,1982,MD,4265000,256428,36254,220174,432,1596,15377,18849,60547,142903,16724
1164,1983,MD,4304000,230564,34736,195828,367,1412,14950,18007,52697,127443,15688
1165,1984,MD,4349000,226780,34455,192325,354,1640,13097,19364,51484,123567,17274
1166,1985,MD,4392000,235973,36655,199318,348,1700,13272,21335,52995,126077,20246
1167,1986,MD,4463000,250008,37177,212831,401,1944,13569,21263,55593,132904,24334
1168,1987,MD,4535000,248409,34820,213589,436,1795,13164,19425,52718,134485,26386
1169,1988,MD,4644000,264923,37466,227457,449,1721,13994,21302,54735,141509,31213
1170,1989,MD,4694000,261107,40152,220955,544,1783,15589,22236,52735,137043,31177
1171,1990,MD,4781468,278782,43940,234842,552,2185,17394,23809,53549,147407,33886
1172,1991,MD,4860000,301768,46469,255299,569,2229,19783,23888,56258,163524,35517
1173,1992,MD,4908000,305503,49085,256418,596,2278,21054,25157,55520,165244,35654
1174,1993,MD,4965000,303187,49540,253647,632,2185,21582,25141,56246,163471,33930
1175,1994,MD,5006000,306496,47457,259039,579,2035,20147,24696,52234,168608,38197
1176,1995,MD,5042000,317382,49757,267625,596,2130,21334,25697,53320,178126,36179
1177,1996,MD,5072000,307461,47230,260231,588,1905,19944,24793,50331,173817,36083
1178,1997,MD,5094000,287969,43127,244842,502,1814,17157,23654,47918,166256,30668
1179,1998,MD,5135000,275527,40903,234624,513,1714,15339,23337,47393,159019,28212
1180,1999,MD,5171634,254420,38447,215973,465,1551,13636,22795,43230,147296,25447
1181,2000,MD,5296486,255085,41663,213422,430,1543,13560,26130,39426,145423,28573
1182,2001,MD,5386079,261600,42088,219512,446,1449,13525,26668,41553,145934,32025
1183,2002,MD,5450525,259120,42015,217105,513,1370,13417,26715,39765,143320,34020
1184,2003,MD,5512310,248196,38778,209418,525,1358,13302,23593,38641,134372,36405
1185,2004,MD,5561332,241258,38961,202474,521,1317,12772,24351,36704,129888,35882
1186,2005,MD,5589599,237852,39369,198483,522,1266,14378,23173,35922,128491,34070
1187,2006,MD,5615727,233586,38110,195476,546,1178,14375,22011,37457,127497,30522
1188,2007,MD,5618344,228858,36062,192796,553,1179,13258,21072,37095,127308,28393
1189,2008,MD,5658655,233464,35385,198079,493,1127,13201,20564,38828,133922,25329
1190,2009,MD,5699478,215920,33625,182295,440,1156,12007,20022,36905,125771,19619
1191,2010,MD,5785681,204916,31607,173309,426,1228,11054,18999,36704,118578,18027
1192,2011,MD,5839572,195663,28817,166846,399,1200,10342,16876,35823,114951,16072
1193,2012,MD,5884868,190395,28086,162309,373,1237,10173,16303,33803,113550,14956
1194,2013,MD,5938737,186153,28235,157918,384,1179,10048,16124,31950,112551,13417
1195,2014,MD,5975346,177157,26767,150390,362,1144,9565,15208,28134,109140,13116
1196,2015,MD,5994983,170732,28185,142547,538,1209,10111,15819,26432,102701,13414
1197,2016,MD,6016447,165845,28400,137445,481,1266,10289,15874,24692,100919,11834
1198,2017,MD,6024891,165026,30321,134705,558,1712,11189,16862,23526,97657,13522
1199,2018,MD,6035802,151275,28330,122945,491,1991,9716,16132,18910,91887,12148
1200,2019,MD,6045680,145357,27456,117901,542,1913,9203,15798,16862,89780,11259
1201,1960,MA,5148578,62767,2512,60255,74,249,1052,1137,15918,33469,10868
1202,1961,MA,5234000,76560,2777,73783,77,291,1066,1343,19683,39885,14215
1203,1962,MA,5161000,84107,3207,80900,95,256,1331,1525,21181,44051,15668
1204,1963,MA,5218000,90056,3454,86602,101,236,1409,1708,23121,44382,19099
1205,1964,MA,5338000,106099,4559,101540,105,320,1636,2498,28278,49129,24133
1206,1965,MA,5348000,113455,5270,108185,129,290,2139,2712,29655,49997,28533
1207,1966,MA,5383000,122477,6201,116276,128,344,2474,3255,33326,53244,29706
1208,1967,MA,5421000,134557,6919,127638,154,411,2818,3536,36621,54837,36180
1209,1968,MA,5437000,166802,8916,157886,188,518,4039,4171,47210,66823,43853
1210,1969,MA,5467000,190173,10272,179901,191,592,4955,4534,56450,76501,46950
1211,1970,MA,5689170,213134,11542,201592,197,684,5658,5003,64523,87114,49955
1212,1971,MA,5758000,250332,15317,235015,220,715,8069,6313,77145,101161,56709
1213,1972,MA,5787000,237677,17086,220591,215,784,8840,7247,71894,92425,56272
1214,1973,MA,5818000,263031,20475,242556,256,949,10586,8684,77395,100605,64556
1215,1974,MA,5800000,312211,22545,289666,256,907,12317,9065,89891,120572,79203
1216,1975,MA,5828000,354216,25793,328423,242,1121,13229,11201,99802,137058,91563
1217,1976,MA,5809000,338136,23190,314946,194,1028,10466,11502,96554,142135,76257
1218,1977,MA,5782000,312751,24593,288158,178,1203,9822,13390,88594,133642,65922
1219,1978,MA,5774000,308933,26673,282260,216,1307,9947,15203,87482,131519,63259
1220,1979,MA,5769000,341406,30650,310756,212,1428,11724,17286,92570,152135,66051
1221,1980,MA,5728288,348231,34444,313787,232,1562,13492,19158,99697,153849,60241
1222,1981,MA,5770000,336701,36273,300428,210,1580,15633,18850,95080,147691,57657
1223,1982,MA,5781000,318171,33031,285140,219,1464,12359,18989,82212,146933,55995
1224,1983,MA,5767000,288971,33264,255707,203,1495,12023,19543,72291,133883,49533
1225,1984,MA,5798000,266037,30362,235675,211,1627,10122,18402,63756,123214,48705
1226,1985,MA,5822000,276999,31334,245665,202,1734,10974,18424,65231,130088,50346
1227,1986,MA,5832000,275465,32476,242989,208,1731,11239,19298,62455,127668,52866
1228,1987,MA,5855000,277165,33060,244105,173,1868,10379,20640,62056,127939,54110
1229,1988,MA,5871000,293015,36376,256639,208,1876,10352,23940,62307,141933,52399
1230,1989,MA,5913000,303692,39912,263780,254,1881,11980,25797,63004,146925,53851
1231,1990,MA,6016425,318742,44300,274442,243,2030,13062,28965,66942,151933,55567
1232,1991,MA,5996000,319128,44138,274990,249,1926,11669,30294,69977,149930,55083
